style_number,style_name,category,fabric,gsm,color,print,season,brand,supplier,cost,selling_price,image_url
WFX-3339,Signature Olive Shirt,Shirt,Cotton/Linen 70/30,131,Olive,Solid,SS26,Loom & Co,Istanbul Denim House,516.4,1419.94,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/ce8e34bd-d8eb-4d1f-8835-187b2c36ddd1.jpg
WFX-3340,Cropped Charcoal Hoodie,Hoodie,French Terry,283,Charcoal,Printed,SS25,Loom & Co,Guangzhou Weave Co,707.4,1807.68,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/4bc5985c-fb6e-4ebf-83ad-2bf16f79ece0.jpg
WFX-3341,Tailored Charcoal Shirt,Shirt,Chambray,144,Charcoal,Printed,AW25,Kaia Collective,Phnom Penh Sewing Ltd,530.74,882.86,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/ff0535f7-c9f4-47f7-8aae-373aa3e09f04.jpg
WFX-3342,Cropped Charcoal Jeans,Jeans,Denim 12oz,370,Charcoal,Solid,AW25,Vastra Studio,ABC Textiles,894.95,2003.11,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/9a858530-6e0d-4bf0-8900-42055c64ddaf.jpg
WFX-3343,Vintage Black Trousers,Trousers,Poly/Viscose Suiting,256,Black,Solid,SS25,Kaia Collective,Hanoi Stitch Co,438.09,981.43,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/5795a645-45b8-423a-887a-f8af020fa08d.jpg
WFX-3344,Essential Pink Dress,Dress,Cotton Voile,155,Pink,Solid,AW26,NorthPeak,Jakarta Garmindo,449.28,731.82,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/968e1bb6-5441-4bb6-b56b-6b066dd2423e.jpg
WFX-3345,Cropped Teal Dress,Dress,Viscose,112,Teal,Printed,SS25,Meridian Apparel,Tirupur Garments Co,647.98,1258.65,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/3c4bedd6-1073-4d9d-bb06-031f865f0846.jpg
WFX-3346,Slim Fit Off White Hoodie,Hoodie,Cotton/Polyester Fleece 80/20,366,Off White,Solid,SS25,UrbanThread,Hanoi Stitch Co,526.14,1229.78,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/6edf8ea5-3b1d-4974-b65e-2b1ee2ccd9b1.jpg
WFX-3347,Cropped Off White Shirt,Shirt,Cotton/Linen 70/30,116,Off White,Solid,AW26,Loom & Co,Hanoi Stitch Co,428.02,896.87,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/ecf9e2cb-7ad2-4fae-918e-b96a6b208dcf.jpg
WFX-3348,Oversized Black Jeans,Jeans,Denim 12oz,400,Black,Solid,SS26,UrbanThread,Karachi Textile Mills,795.79,1991.76,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/9f0338d5-37b9-4837-964d-d68fa08cec3b.jpg
WFX-3349,Heritage Black T-Shirt,T-Shirt,Cotton Slub,210,Black,Solid,AW25,UrbanThread,Karachi Textile Mills,251.77,549.11,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/28709ef4-cebf-40c5-8347-f59932bf9323.jpg
WFX-3350,Cropped Navy T-Shirt,T-Shirt,100% Cotton,171,Navy,Printed,AW26,Kaia Collective,Tirupur Garments Co,340.74,811.6,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/7ac0ac0e-6c82-4e13-890e-5186a62b7807.jpg
WFX-3351,Tailored Black T-Shirt,T-Shirt,Cotton/Polyester 60/40,158,Black,Solid,AW26,Kaia Collective,Shenzhen Fashion Works,243.33,677.03,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/638f066a-218c-4850-9771-4883a908d6a3.jpg
WFX-3352,Slim Fit Black Jacket,Jacket,Nylon Taslan,338,Black,Solid,SS25,UrbanThread,Noida Knits Pvt Ltd,1565.0,3669.73,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/369fa09e-1fdd-4844-8814-fb1e18ace137.jpg
WFX-3353,Heritage Charcoal Polo,Polo,Cotton/Spandex 95/5,218,Charcoal,Solid,AW25,NorthPeak,Hanoi Stitch Co,325.27,785.85,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/7cd60bfb-f76a-4a28-b900-96da6b3c2633.jpg
WFX-3354,Vintage Black Skirt,Skirt,Viscose,234,Black,Solid,SS25,Meridian Apparel,Dhaka Knitwear Ltd,486.93,819.95,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/32b99302-cec7-4dec-adfa-3d4029674209.jpg
WFX-3355,Heritage Navy Jacket,Jacket,Cotton Canvas,273,Navy,Printed,SS26,NorthPeak,Hanoi Stitch Co,1249.4,3434.48,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/ed28db5a-db33-4f80-ace3-16f945f7911a.jpg
WFX-3356,Boxy Red T-Shirt,T-Shirt,Organic Cotton,171,Red,Solid,SS26,UrbanThread,Shenzhen Fashion Works,315.57,626.71,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/844083b8-2610-413c-9c41-2bd1440b797e.jpg
WFX-3357,Slim Fit Pink T-Shirt,T-Shirt,100% Cotton,217,Pink,Solid,AW26,Kaia Collective,Noida Knits Pvt Ltd,269.13,721.74,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/60831e34-cafa-418e-9531-3818ee3db1f7.jpg
WFX-3358,Tailored Black Dress,Dress,Linen,110,Black,Solid,SS25,Kaia Collective,Dhaka Knitwear Ltd,783.02,1862.74,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/04f0b07f-4b9f-4c55-bc5d-b693658fb32c.jpg
WFX-3359,Signature Black Jacket,Jacket,Denim 12oz,316,Black,Solid,SS25,Loom & Co,Tirupur Garments Co,1444.72,2932.14,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/172a91db-cadc-4c64-85bb-4ac704ea686d.jpg
WFX-3360,Classic Grey Melange Skirt,Skirt,Polyester Crepe,259,Grey Melange,Solid,SS26,Cotton Culture,Guangzhou Weave Co,367.55,592.21,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/284149a9-e71e-4955-8228-7511fa592bc1.jpg
WFX-3361,Relaxed Sky Blue Polo,Polo,Cotton Pique,232,Sky Blue,Solid,AW25,Kaia Collective,Guangzhou Weave Co,434.03,852.35,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/85287925-224a-4f67-b34d-507b3859f962.jpg
WFX-3362,Relaxed Sky Blue Shorts,Shorts,Cotton Twill,195,Sky Blue,Solid,SS25,Vastra Studio,Phnom Penh Sewing Ltd,397.85,972.69,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/de9cb15f-6aa5-4674-8b59-32370338dcef.jpg
WFX-3363,Relaxed Grey Melange Sweatshirt,Sweatshirt,French Terry,295,Grey Melange,Solid,AW25,Loom & Co,Jakarta Garmindo,627.64,1376.3,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/ae1ade07-d523-480c-8d2b-09c5722f9edf.jpg
WFX-3364,Tailored Coral Dress,Dress,Viscose,116,Coral,Printed,SS26,Vastra Studio,Shenzhen Fashion Works,492.79,1125.48,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/b8fe46bc-4781-4ab7-9a99-92374566f61c.jpg
WFX-3365,Heritage Charcoal Jacket,Jacket,Denim 12oz,363,Charcoal,Solid,SS25,Cotton Culture,Karachi Textile Mills,1494.79,2395.17,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/a8f68926-3732-4af2-a44e-e90da223bdd6.jpg
WFX-3366,Essential Brown Jacket,Jacket,Cotton Canvas,290,Brown,Solid,SS25,Vastra Studio,Istanbul Denim House,809.55,1798.78,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/0dcd999b-417d-4c1c-bfd2-26cc425c9267.jpg
WFX-3367,Relaxed Grey Melange Jacket,Jacket,Denim 12oz,327,Grey Melange,Solid,SS26,Loom & Co,Karachi Textile Mills,1179.17,2334.16,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/097b9af0-483a-4b41-991c-3468877db077.jpg
WFX-3368,Relaxed Grey Melange Shirt,Shirt,Oxford Cotton,154,Grey Melange,Solid,AW25,Cotton Culture,Shenzhen Fashion Works,469.53,793.19,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/c98e8dd6-3fd0-415c-a124-fe6aa1955b74.jpg
WFX-3369,Classic Black Sweatshirt,Sweatshirt,French Terry,340,Black,Solid,SS26,NorthPeak,Karachi Textile Mills,650.12,1061.94,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/4abdc9ad-fc79-4ea8-8d09-337a4f50c6e6.jpg
WFX-3370,Essential Charcoal Polo,Polo,Cotton Pique,210,Charcoal,Solid,AW25,Loom & Co,ABC Textiles,321.51,645.9,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/ee172193-e1fe-445b-a264-176091b3e02a.jpg
WFX-3371,Classic Sky Blue Shorts,Shorts,Cotton Twill,240,Sky Blue,Solid,AW26,Cotton Culture,ABC Textiles,383.94,671.82,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/e64eb874-e12f-4802-9a14-4a10271b48fa.jpg
WFX-3372,Athleisure Black Jacket,Jacket,Polyester Shell,235,Black,Printed,AW26,Loom & Co,Colombo Apparel Group,1527.2,3253.4,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/a801e237-8e93-429c-8699-4952420f5415.jpg
WFX-3373,Oversized Sky Blue Shirt,Shirt,Cotton Poplin,145,Sky Blue,Solid,AW26,Vastra Studio,Karachi Textile Mills,320.88,840.68,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/1fd8e843-be30-4d20-a386-909b3f89c075.jpg
WFX-3374,Athleisure Black Jacket,Jacket,Cotton Canvas,318,Black,Printed,SS25,Cotton Culture,Phnom Penh Sewing Ltd,1117.79,2362.7,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/1d419bc1-c0a7-40b3-b0c3-c36bc62a0f47.jpg
WFX-3375,Classic Grey Melange Sweatshirt,Sweatshirt,Loopback Cotton,326,Grey Melange,Solid,SS25,Vastra Studio,Dhaka Knitwear Ltd,531.28,972.76,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/a59d261c-fc59-40ed-9c56-9bcf5d99fc9c.jpg
WFX-3376,Athleisure Black Hoodie,Hoodie,French Terry,345,Black,Solid,AW26,Meridian Apparel,Guangzhou Weave Co,565.33,1190.14,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/ef2b415a-b26c-434f-b014-cd23c5de0fee.jpg
WFX-3377,Heritage Grey Melange Jeans,Jeans,Denim 12oz,355,Grey Melange,Solid,SS26,NorthPeak,Jakarta Garmindo,576.61,1327.03,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/bd9d7a70-eaa4-4bc8-ad2c-15da61aae61f.jpg
WFX-3378,Classic Grey Melange Shorts,Shorts,Cotton Twill,220,Grey Melange,Solid,AW25,UrbanThread,Hanoi Stitch Co,342.6,689.13,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/163d946e-7638-4069-92e0-1b02be330271.jpg
WFX-3379,Heritage Charcoal Jeans,Jeans,Stretch Denim 98/2,353,Charcoal,Solid,AW25,Loom & Co,Shenzhen Fashion Works,753.24,1381.81,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/046d0a65-f5a6-47f6-afaf-e692bfcfcb00.jpg
WFX-3380,Athleisure Sky Blue Polo,Polo,Cotton Pique,222,Sky Blue,Solid,SS26,Cotton Culture,Istanbul Denim House,392.72,954.39,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/718f71d8-3ff4-462c-8348-e35c5439e9bb.jpg
WFX-3381,Boxy Off White T-Shirt,T-Shirt,Cotton Slub,182,Off White,Solid,AW25,UrbanThread,ABC Textiles,190.57,408.8,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/18439dca-829b-4ea3-bb54-8ab017f369f4.jpg
WFX-3382,Signature Red Hoodie,Hoodie,French Terry,309,Red,Solid,SS26,Everlane East,Istanbul Denim House,659.94,1224.69,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/e4c3516f-4480-4e30-919d-dc735243f923.jpg
WFX-3383,Oversized Maroon T-Shirt,T-Shirt,Cotton Slub,163,Maroon,Solid,SS26,UrbanThread,ABC Textiles,356.52,573.31,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/972c6621-eb6e-4340-812c-7b89a04a389b.jpg
WFX-3384,Classic Teal Polo,Polo,Cotton Pique,198,Teal,Solid,SS25,Vastra Studio,Hanoi Stitch Co,382.12,900.89,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/ac99b83d-44de-45ad-9c82-df072f86793d.jpg
WFX-3385,Essential Indigo Dress,Dress,Cotton Voile,122,Indigo,Solid,AW25,Meridian Apparel,Tirupur Garments Co,470.42,900.57,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/41e13fef-86f5-40cb-807f-84adde1ba3d2.jpg
WFX-3386,Heritage Navy Polo,Polo,Cotton Pique,191,Navy,Solid,AW25,Everlane East,ABC Textiles,502.86,1354.09,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/50672a01-02ba-4583-8ce1-dda8b1884820.jpg
WFX-3387,Heritage Beige Shirt,Shirt,Linen,123,Beige,Solid,AW25,Everlane East,Hanoi Stitch Co,422.03,796.87,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/dafdefab-16ed-478c-8054-b479e48fe54b.jpg
WFX-3388,Relaxed Navy T-Shirt,T-Shirt,100% Cotton,158,Navy,Solid,AW26,Cotton Culture,Shenzhen Fashion Works,370.68,651.27,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/e79aa430-3b52-4300-a363-b122402a675b.jpg
WFX-3389,Relaxed Mustard T-Shirt,T-Shirt,Cotton Slub,171,Mustard,Solid,SS26,Meridian Apparel,Phnom Penh Sewing Ltd,380.25,956.59,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/224eaa85-6c96-4a3e-8f07-2612e569cb2a.jpg
WFX-3390,Tailored Off White Shirt,Shirt,Oxford Cotton,113,Off White,Solid,AW26,Vastra Studio,Tirupur Garments Co,551.78,1068.29,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/b5613279-a7fc-4d80-9d7d-df632d12c452.jpg
WFX-3391,Tailored Black Jacket,Jacket,Cotton Canvas,377,Black,Solid,SS26,Kaia Collective,Noida Knits Pvt Ltd,758.39,1676.3,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/459ec559-7f45-4906-95d7-d449d5eadfdf.jpg
WFX-3392,Signature Olive Skirt,Skirt,Viscose,181,Olive,Printed,AW26,Kaia Collective,Istanbul Denim House,549.37,1225.41,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/7ec3c84f-6c41-40bf-8248-f89846c6be6c.jpg
WFX-3393,Relaxed Grey Melange Skirt,Skirt,Denim 10oz,221,Grey Melange,Solid,AW25,Vastra Studio,ABC Textiles,622.41,1432.03,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/e3d30ea5-976b-45a8-a1e4-0fbcc7a045c2.jpg
WFX-3394,Athleisure Black Hoodie,Hoodie,Cotton Fleece,330,Black,Solid,AW25,Cotton Culture,Karachi Textile Mills,548.37,1157.08,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/d7f760bd-07f5-419b-a807-ce4d34009206.jpg
WFX-3395,Tailored Sky Blue Sweatshirt,Sweatshirt,Cotton Fleece,270,Sky Blue,Solid,SS26,Vastra Studio,Istanbul Denim House,453.73,771.72,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/0142c777-baf8-4500-add9-6641b95b90ec.jpg
WFX-3396,Vintage Charcoal Jeans,Jeans,Denim 14oz,471,Charcoal,Solid,AW26,Cotton Culture,Istanbul Denim House,872.68,1842.51,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/801458be-449f-45eb-9101-62e03a7a77c3.jpg
WFX-3397,Cropped Off White Polo,Polo,Cotton/Spandex 95/5,197,Off White,Solid,SS25,Cotton Culture,Shenzhen Fashion Works,364.71,662.12,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/db7b1bb1-f405-4c45-978a-958e02664a4d.jpg
WFX-3398,Relaxed Charcoal Trousers,Trousers,Chino Twill,264,Charcoal,Printed,SS25,Loom & Co,Colombo Apparel Group,630.76,1496.41,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/c9a5b637-9b9d-4b0b-94f8-c799020b5a98.jpg
WFX-3399,Essential Beige Polo,Polo,Cotton/Spandex 95/5,182,Beige,Solid,SS26,NorthPeak,Noida Knits Pvt Ltd,413.81,827.83,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/63a7c9dd-6f90-4e94-b94f-b487b93bb82c.jpg
WFX-3400,Signature Lavender Polo,Polo,Cotton Pique,225,Lavender,Solid,SS26,UrbanThread,Guangzhou Weave Co,431.21,761.27,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/0433a5db-ac05-46a9-8ef0-4424334a6fbf.jpg
WFX-3401,Athleisure Red T-Shirt,T-Shirt,Organic Cotton,184,Red,Solid,SS25,Kaia Collective,Karachi Textile Mills,345.78,720.8,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/5ab59471-f2f5-4ff9-a106-3de7044fbfd2.jpg
WFX-3402,Relaxed Charcoal Hoodie,Hoodie,Cotton/Polyester Fleece 80/20,309,Charcoal,Solid,AW26,Kaia Collective,Istanbul Denim House,552.12,1379.73,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/29002194-4f1c-4ef8-aac0-3e92d79d5b37.jpg
WFX-3403,Vintage Charcoal Hoodie,Hoodie,Cotton Fleece,320,Charcoal,Solid,AW25,Kaia Collective,Guangzhou Weave Co,830.61,1756.37,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/dbca8733-2f5d-4e72-94c2-376fd6cc3afa.jpg
WFX-3404,Signature Grey Melange Jacket,Jacket,Nylon Taslan,315,Grey Melange,Solid,SS25,Kaia Collective,Colombo Apparel Group,825.06,2185.17,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/fa9f16fa-8b47-4b83-9567-497888652a64.jpg
WFX-3405,Signature Blue Shirt,Shirt,Linen,124,Blue,Solid,SS26,Cotton Culture,Karachi Textile Mills,467.66,1133.1,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/725b050f-1d89-4411-84b6-bd6d14d1f3d3.jpg
WFX-3406,Athleisure Black Sweatshirt,Sweatshirt,Cotton Fleece,360,Black,Solid,AW26,Everlane East,Hanoi Stitch Co,412.88,729.54,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/14b030c6-7721-42c3-acdf-a4b2f9fad919.jpg
WFX-3407,Essential Teal T-Shirt,T-Shirt,Cotton Slub,148,Teal,Solid,AW26,NorthPeak,Dhaka Knitwear Ltd,283.62,517.89,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/618e1ed4-f01e-45b5-9a5b-ace8f9744f1e.jpg
WFX-3408,Classic Navy Jeans,Jeans,Denim 12oz,385,Navy,Solid,AW25,Vastra Studio,Istanbul Denim House,519.24,1260.11,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/501e6c1c-4bbb-46b7-8d95-edbeb901826d.jpg
WFX-3409,Oversized Blue Dress,Dress,Polyester Crepe,136,Blue,Solid,AW26,UrbanThread,Jakarta Garmindo,463.24,903.01,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/377c407c-b353-45c5-b592-e68bad2d68d2.jpg
WFX-3410,Vintage Pink Shorts,Shorts,French Terry,161,Pink,Solid,AW25,Loom & Co,Karachi Textile Mills,301.55,793.57,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/8562c30c-623c-49b5-8a9b-b7fefae16eda.jpg
WFX-3411,Slim Fit Charcoal Skirt,Skirt,Denim 10oz,201,Charcoal,Solid,AW25,NorthPeak,Shenzhen Fashion Works,560.1,1157.61,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/0da586b0-bbfb-44fd-a629-12aee2b1d430.jpg
WFX-3412,Relaxed Black T-Shirt,T-Shirt,Cotton Slub,160,Black,Solid,AW26,NorthPeak,Phnom Penh Sewing Ltd,300.93,820.63,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/45626f38-49a8-4222-8b33-82d0712a6f40.jpg
WFX-3413,Tailored Black Jeans,Jeans,Denim 12oz,454,Black,Solid,SS26,Kaia Collective,Shenzhen Fashion Works,538.38,1119.34,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/12f7dcc1-a830-4a57-8d6e-088cb0ae4d08.jpg
WFX-3414,Boxy Red Polo,Polo,Cotton/Spandex 95/5,216,Red,Solid,SS26,NorthPeak,Noida Knits Pvt Ltd,261.73,447.38,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/50cf2865-ac06-4116-a30c-3f3b9d7856c1.jpg
WFX-3415,Signature Black Sweatshirt,Sweatshirt,Cotton Fleece,282,Black,Solid,AW26,Kaia Collective,Phnom Penh Sewing Ltd,566.02,1027.61,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/52dcabd0-e02a-499e-9a2a-6f85dc3aa65c.jpg
WFX-3416,Relaxed Off White Jacket,Jacket,Polyester Shell,365,Off White,Solid,AW25,NorthPeak,ABC Textiles,785.98,1916.51,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/64e29a42-7110-4435-9278-e85a4327b1fd.jpg
WFX-3417,Vintage Grey Melange Shirt,Shirt,Cotton Poplin,154,Grey Melange,Printed,SS25,Cotton Culture,Istanbul Denim House,590.62,1584.45,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/eaf87a18-8d62-408f-81b9-f22ecf14e34f.jpg
WFX-3418,Slim Fit Green Shirt,Shirt,Cotton Poplin,142,Green,Solid,SS26,Vastra Studio,Istanbul Denim House,606.62,1207.91,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/d8c20701-80af-4d6c-b8fb-9c4535860b4b.jpg
WFX-3419,Boxy Grey Melange T-Shirt,T-Shirt,Cotton Slub,143,Grey Melange,Solid,AW26,Cotton Culture,Guangzhou Weave Co,168.3,409.54,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/17225acd-6301-4ffd-b13c-d703db9db078.jpg
WFX-3420,Slim Fit Red Sweatshirt,Sweatshirt,French Terry,310,Red,Solid,SS26,Kaia Collective,Guangzhou Weave Co,415.11,789.01,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/2f891a3a-b53c-4619-92a0-51236080811c.jpg
WFX-3421,Boxy Pink T-Shirt,T-Shirt,Cotton Slub,148,Pink,Solid,AW25,Kaia Collective,Guangzhou Weave Co,170.64,407.56,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/5d925e47-bc47-4cce-9096-75af190a3428.jpg
WFX-3422,Cropped Black Hoodie,Hoodie,Cotton Fleece,301,Black,Solid,SS25,Everlane East,Tirupur Garments Co,827.32,1926.32,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/b1236b80-4b3d-45e3-8c39-4e5ff1e169e1.jpg
WFX-3423,Boxy Forest Green Sweatshirt,Sweatshirt,French Terry,345,Forest Green,Solid,SS26,Meridian Apparel,Tirupur Garments Co,705.44,1702.13,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/6072c8c3-88ed-4f70-85df-3d1ffa6b2e83.jpg
WFX-3424,Tailored Indigo Jeans,Jeans,Denim 12oz,476,Indigo,Solid,SS25,Everlane East,Noida Knits Pvt Ltd,629.7,1534.01,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/ad22bcd3-abd8-4b31-9605-2cc460b93e4a.jpg
WFX-3425,Relaxed Grey Melange Sweatshirt,Sweatshirt,Loopback Cotton,266,Grey Melange,Solid,AW25,Cotton Culture,Karachi Textile Mills,639.28,1060.18,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/a9a1fcae-51fe-4d0b-a11d-65313f68c473.jpg
